artist	album	s3_url
PLAVE	Pump_Up_The_Volume!_PLAVE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/PLAVE-Pump_Up_The_Volume!_PLAVE.jpg
PLAVE	RIZZ_PLAVE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/PLAVE-RIZZ_PLAVE.jpg
PLAVE	WAY_4_LUV_PLAVE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/PLAVE-WAY_4_LUV_PLAVE.jpg
PLAVE	Watch_Me_Woo!_PLAVE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/PLAVE-Watch_Me_Woo!_PLAVE.jpg
PLAVE	달랐을까_PLAVE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/PLAVE-달랐을까_PLAVE.jpg
PLAVE	버추얼_아이돌_PLAVE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/PLAVE-버추얼_아이돌_PLAVE.jpg
PLAVE	여섯_번째_여름_PLAVE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/PLAVE-여섯_번째_여름_PLAVE.jpg
PLAVE	우리_영화_PLAVE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/PLAVE-우리_영화_PLAVE.jpg
PROJECT	FAMOUS_ALLDAY_PROJECT	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/PROJECT-FAMOUS_ALLDAY_PROJECT.jpg
Puth	Dangerously_Charlie_Puth	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/Puth-Dangerously_Charlie_Puth.jpg
Puth	I_Don't_Think_That_I_Like_Her_Charlie_Puth	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/Puth-I_Don't_Think_That_I_Like_Her_Charlie_Puth.jpg
QWER	Discord_QWER	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/QWER-Discord_QWER.jpg
QWER	고민중독_QWER	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/QWER-고민중독_QWER.jpg
QWER	내_이름_맑음_QWER	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/QWER-내_이름_맑음_QWER.jpg
QWER	눈물참기_QWER	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/QWER-눈물참기_QWER.jpg
RIIZE	Bag_Bad_Back_RIIZE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/RIIZE-Bag_Bad_Back_RIIZE.jpg
RIIZE	Boom_Boom_Bass_RIIZE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/RIIZE-Boom_Boom_Bass_RIIZE.jpg
RIIZE	Fly_Up_RIIZE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/RIIZE-Fly_Up_RIIZE.jpg
RIIZE	Get_A_Guitar_RIIZE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/RIIZE-Get_A_Guitar_RIIZE.jpg
RIIZE	Hug_(포옹)_RIIZE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/RIIZE-Hug_(포옹)_RIIZE.jpg
RIIZE	Impossible_RIIZE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/RIIZE-Impossible_RIIZE.jpg
RIIZE	Love_119_RIIZE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/RIIZE-Love_119_RIIZE.jpg
RIIZE	Siren_RIIZE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/RIIZE-Siren_RIIZE.jpg
RIIZE	Talk_Saxy_RIIZE	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/RIIZE-Talk_Saxy_RIIZE.jpg
SEO)	춘몽_현서_(HYUN_SEO)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/SEO)-춘몽_현서_(HYUN_SEO).jpg
STAYC(스테이씨)	Bubble_STAYC(스테이씨)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/STAYC(스테이씨)-Bubble_STAYC(스테이씨).jpg
SZA	"luther_Kendrick_Lamar,_SZA"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/SZA-luther_Kendrick_Lamar,_SZA.jpg"
Sia	Snowman_Sia	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/Sia-Snowman_Sia.jpg
Sondia	어른_Sondia	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/Sondia-어른_Sondia.jpg
Swift	Cruel_Summer_Taylor_Swift	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/Swift-Cruel_Summer_Taylor_Swift.jpg
WOODZ	Drowning_WOODZ	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/WOODZ-Drowning_WOODZ.jpg
aespa	Armageddon_aespa	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/aespa-Armageddon_aespa.jpg
aespa	Drama_aespa	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/aespa-Drama_aespa.jpg
aespa	Live_My_Life_aespa	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/aespa-Live_My_Life_aespa.jpg
aespa	Spicy_aespa	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/aespa-Spicy_aespa.jpg
aespa	Supernova_aespa	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/aespa-Supernova_aespa.jpg
aespa	UP_(KARINA_Solo)_aespa	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/aespa-UP_(KARINA_Solo)_aespa.jpg
aespa	Whiplash_aespa	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/aespa-Whiplash_aespa.jpg
aespa	"굿데이_2025_(텔레파시_+_달빛_창가에서)_G-DRAGON,_황정민,_데프콘,_홍진경,_정형돈,_조세호,_기안84,_안성재,_태양,_정해인,_황광희,_임시완,_이수혁,_대성,_코드_쿤스트_(CODE_KUNST),_CL,_김고은,_DAY6_(데이식스),_부석순_(SEVENTEEN),_aespa"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/aespa-굿데이_2025_(텔레파시_+_달빛_창가에서)_G-DRAGON,_황정민,_데프콘,_홍진경,_정형돈,_조세호,_기안84,_안성재,_태양,_정해인,_황광희,_임시완,_이수혁,_대성,_코드_쿤스트_(CODE_KUNST),_CL,_김고은,_DAY6_(데이식스),_부석순_(SEVENTEEN),_aespa.jpg"
김민석	취중고백_김민석	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/김민석-취중고백_김민석.jpg
나얼	"잠시라도_우리_성시경,_나얼"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/나얼-잠시라도_우리_성시경,_나얼.jpg"
도경수(D.O.)	영원해_도경수(D.O.)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/도경수(D.O.)-영원해_도경수(D.O.).jpg
로이킴	"그대가_있는_곳,_언제_어디든_로이킴"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/로이킴-그대가_있는_곳,_언제_어디든_로이킴.jpg"
로이킴	내게_사랑이_뭐냐고_물어본다면_로이킴	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/로이킴-내게_사랑이_뭐냐고_물어본다면_로이킴.jpg
로이킴	봄이_와도_로이킴	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/로이킴-봄이_와도_로이킴.jpg
로이킴	"잘_지내자,_우리_(여름날_우리_X_로이킴)_로이킴"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/로이킴-잘_지내자,_우리_(여름날_우리_X_로이킴)_로이킴.jpg"
마틴스미스	봄_그리고_너_마틴스미스	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/마틴스미스-봄_그리고_너_마틴스미스.jpg
멜로망스	사랑인가_봐_멜로망스	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/멜로망스-사랑인가_봐_멜로망스.jpg
박재정	헤어지자_말해요_박재정	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/박재정-헤어지자_말해요_박재정.jpg
박효신	HERO_(From_the_Film_“소방관”)_박효신	
방탄소년단	Butter_방탄소년단	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/방탄소년단-Butter_방탄소년단.jpg
방탄소년단	Dynamite_방탄소년단	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/방탄소년단-Dynamite_방탄소년단.jpg
방탄소년단	봄날_방탄소년단	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/방탄소년단-봄날_방탄소년단.jpg
버스커	벚꽃_엔딩_버스커_버스커	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/버스커-벚꽃_엔딩_버스커_버스커.jpg
범진	인사_범진	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/범진-인사_범진.jpg
볼빨간사춘기	사랑할_수밖에_볼빨간사춘기	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/볼빨간사춘기-사랑할_수밖에_볼빨간사춘기.jpg
브라운아이드걸스	"Must_Have_Love_SG_워너비,_브라운아이드걸스"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/브라운아이드걸스-Must_Have_Love_SG_워너비,_브라운아이드걸스.jpg"
성시경	희재_성시경	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/성시경-희재_성시경.jpg
송필근	숙녀에게_송필근	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/송필근-숙녀에게_송필근.jpg
순순희(기태)	그대가_내_안에_박혔다(그내박)_순순희(기태)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/순순희(기태)-그대가_내_안에_박혔다(그내박)_순순희(기태).jpg
순순희(지환)	슬픈_초대장_순순희(지환)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/순순희(지환)-슬픈_초대장_순순희(지환).jpg
순순희	살기_위해서_순순희	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/순순희-살기_위해서_순순희.jpg
아이유	Love_wins_all_아이유	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아이유-Love_wins_all_아이유.jpg
아이유	Never_Ending_Story_아이유	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아이유-Never_Ending_Story_아이유.jpg
아이유	"Shh.._(Feat._혜인(HYEIN),_조원선_&_Special_Narr._패티김)_아이유"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아이유-Shh.._(Feat._혜인(HYEIN),_조원선_&_Special_Narr._패티김)_아이유.jpg"
아이유	Shopper_아이유	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아이유-Shopper_아이유.jpg
아이유	관객이_될게_(I_stan_U)_아이유	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아이유-관객이_될게_(I_stan_U)_아이유.jpg
아이유	네모의_꿈_아이유	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아이유-네모의_꿈_아이유.jpg
아이유	미리_메리_크리스마스_(Feat._천둥_Of_MBLAQ)_아이유	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아이유-미리_메리_크리스마스_(Feat._천둥_Of_MBLAQ)_아이유.jpg
아이유	"봄_사랑_벚꽃_말고_HIGH4_(하이포),_아이유"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아이유-봄_사랑_벚꽃_말고_HIGH4_(하이포),_아이유.jpg"
아일릿(ILLIT)	Cherish_(My_Love)_아일릿(ILLIT)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아일릿(ILLIT)-Cherish_(My_Love)_아일릿(ILLIT).jpg
아일릿(ILLIT)	Lucky_Girl_Syndrome_아일릿(ILLIT)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아일릿(ILLIT)-Lucky_Girl_Syndrome_아일릿(ILLIT).jpg
아일릿(ILLIT)	Magnetic_아일릿(ILLIT)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/아일릿(ILLIT)-Magnetic_아일릿(ILLIT).jpg
안세하	I_Love_You_안세하	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/안세하-I_Love_You_안세하.jpg
오반(OVAN)	Flower_오반(OVAN)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/오반(OVAN)-Flower_오반(OVAN).jpg
오반(OVAN)	위태로울걸_오반(OVAN)	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/오반(OVAN)-위태로울걸_오반(OVAN).jpg
이무진	눈이_오잖아(Feat.헤이즈)_이무진	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/이무진-눈이_오잖아(Feat.헤이즈)_이무진.jpg
이무진	에피소드_이무진	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/이무진-에피소드_이무진.jpg
이무진	청춘만화_이무진	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/이무진-청춘만화_이무진.jpg
이무진	청혼하지_않을_이유를_못_찾았어_이무진	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/이무진-청혼하지_않을_이유를_못_찾았어_이무진.jpg
이영지	Small_girl_(feat._도경수(D.O.))_이영지	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/이영지-Small_girl_(feat._도경수(D.O.))_이영지.jpg
이영지	"Smoke_(Prod._Dynamicduo,_Padi)_다이나믹_듀오,_이영지"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/이영지-Smoke_(Prod._Dynamicduo,_Padi)_다이나믹_듀오,_이영지.jpg"
이창섭	천상연_이창섭	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/이창섭-천상연_이창섭.jpg
임영웅	A_bientot_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-A_bientot_임영웅.jpg
임영웅	Do_or_Die_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-Do_or_Die_임영웅.jpg
임영웅	Home_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-Home_임영웅.jpg
임영웅	London_Boy_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-London_Boy_임영웅.jpg
임영웅	Polaroid_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-Polaroid_임영웅.jpg
임영웅	다시_만날_수_있을까_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-다시_만날_수_있을까_임영웅.jpg
임영웅	사랑은_늘_도망가_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-사랑은_늘_도망가_임영웅.jpg
임영웅	아버지_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-아버지_임영웅.jpg
임영웅	우리들의_블루스_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-우리들의_블루스_임영웅.jpg
임영웅	이제_나만_믿어요_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-이제_나만_믿어요_임영웅.jpg
임영웅	인생찬가_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-인생찬가_임영웅.jpg
임영웅	천국보다_아름다운_임영웅	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임영웅-천국보다_아름다운_임영웅.jpg
임재현	비의_랩소디_임재현	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임재현-비의_랩소디_임재현.jpg
임한별	사랑하지_않아서_그랬어_임한별	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/임한별-사랑하지_않아서_그랬어_임한별.jpg
잔나비	주저하는_연인들을_위해_잔나비	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/잔나비-주저하는_연인들을_위해_잔나비.jpg
전건호	"MY_LOVE(2025)_이예은,_아샤트리,_전건호"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/전건호-MY_LOVE(2025)_이예은,_아샤트리,_전건호.jpg"
전건호	"다정히_내_이름을_부르면_경서예지,_전건호"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/전건호-다정히_내_이름을_부르면_경서예지,_전건호.jpg"
전소미	Fast_Forward_전소미	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/전소미-Fast_Forward_전소미.jpg
정국	Seven_(feat._Latto)_-_Clean_Ver._정국	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/정국-Seven_(feat._Latto)_-_Clean_Ver._정국.jpg
정국	Standing_Next_to_You_정국	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/정국-Standing_Next_to_You_정국.jpg
정국	Yes_or_No_정국	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/정국-Yes_or_No_정국.jpg
정승환	눈사람_정승환	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/정승환-눈사람_정승환.jpg
조째즈	모르시나요(PROD.로코베리)_조째즈	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/조째즈-모르시나요(PROD.로코베리)_조째즈.jpg
지아	사랑..그게_뭔데_지아	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/지아-사랑..그게_뭔데_지아.jpg
청개구리	기억해줘요_내_모든_날과_그때를_화곡동_청개구리	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/청개구리-기억해줘요_내_모든_날과_그때를_화곡동_청개구리.jpg
최유리	"밤,_바다_최유리"	"https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/최유리-밤,_바다_최유리.jpg"
최유리	숲_최유리	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/최유리-숲_최유리.jpg
카더가든	가까운_듯_먼_그대여_카더가든	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/카더가든-가까운_듯_먼_그대여_카더가든.jpg
탑현	나에게_그대만이_탑현	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/탑현-나에게_그대만이_탑현.jpg
투모로우바이투게더	Deja_Vu_투모로우바이투게더	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/투모로우바이투게더-Deja_Vu_투모로우바이투게더.jpg
폴킴	화이트_(White)_폴킴	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/폴킴-화이트_(White)_폴킴.jpg
프로미스나인	Supersonic_프로미스나인	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/프로미스나인-Supersonic_프로미스나인.jpg
하동균	내가_그댈_하동균	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/하동균-내가_그댈_하동균.jpg
허각	물론_허각	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/허각-물론_허각.jpg
황가람	나는_반딧불_황가람	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/황가람-나는_반딧불_황가람.jpg
황가람	미치게_그리워서_황가람	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/황가람-미치게_그리워서_황가람.jpg
황인욱	플러팅_황인욱	https://ai-vocal-training.s3.ap-northeast-2.amazonaws.com/album_covers/황인욱-플러팅_황인욱.jpg
